id,college_name,university_id,affiliation,status,domain_name
12636,"MIMS COLLEGE OF NURSING, VAZHAYUR,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12637,"MINORITY ARTS & SCIENCE COLLEGE, VATTAPARAMBA, MALAPURAM",311,Affiliated College,1,
12638,"MISBAHUL HUDA ARTS & SCIENCE COLLEGE, KUTTIADI, MALAPURAM",311,Affiliated College,1,
12639,"MM NSS COLLEGE, KOTTIYAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12640,"MODEL COLLEGE, IHRD, MEENANGADI, MALAPURAM",311,Affiliated College,1,
12641,"MODEL COLLEGE, MADIKKAI, NEELESHWARAM , KASARAGOD, KANNUR",316,Affiliated College,1,
12642,"MODEL ENGINEERING COLLEGE,THRIKKAKKARA, KOCHI",313,Recognized Center,1,
12644,"MOHANDAS COLLEGE OF ENGINEERING &TECHNOLOGY, NEDUMANGAD, THIRUVANANTHAPURAM., THIRUVANANTHAPURAM",321,Affiliated College,1,
12645,"MOOKAMBIKA TECHNICAL CAMPUS, ETTAPIILLY, MANNATHUR, KOTTAYAM",323,Affiliated College,1,
12646,"MORAZHA CO-OPERATIVE ARTS & SCIENCE COLLEGE, MORAZHA P.O. , KANNUR, KANNUR",316,Affiliated College,1,
12647,"MORNING STAR HOME SCIENCE COLLEGE, ANGAMALI SOUTH P.O. 683 573, KOTTAYAM",323,Affiliated College,1,
12648,"MOSC COLLEGE OF NURSING, KOLENCHERY. P.O, ERNAKULAM, - 682311, KOTTAYAM",323,Affiliated College,1,
12649,"MOTHER ARTS & SCIENCE COLLEGE, POOVATHUR, MALAPURAM",311,Affiliated College,1,
12650,"MOTHER COLLEGE OF NURSING, THRISSUR,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12651,"MOTHER THERESA COLLEGE OF TEACHER EDUCATION,, MALAPURAM",311,Affiliated College,1,
12652,"MOULANA COLLEGE OF PHARMACY,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12653,"MOULANA COLLEGE OF TEACHER EDUCATION, KUTTAYI, MALAPURAM",311,Affiliated College,1,
12654,"MOULANA INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES, ANGADIPURAM,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12655,"MOUNT CARMEL COLLEGE OF TEACHER EDUCATION FOR WOMEN, KOTTAYAM- 686 004, KOTTAYAM",323,Affiliated College,1,
12656,"MOUNT CARMEL COLLEGE, KARUKADOM, KOTHAMANGALAM, KOTTAYAM",323,Affiliated College,1,
12657,"MOUNT SEENA COLLEGE OF ARTS & SCIENCE, LAKKIDI, MALAPURAM",311,Affiliated College,1,
12658,"MOUNT TABOR TRAINING COLLEGE, PATHANAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12659,"MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN, KOZHYVALLOOR, CHENGANNUR, THIRUVANANTHAPURAM",321,Affiliated College,1,
12660,"MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY, ANTHIYALANKAVU P.O. KADAMMANITTA, PATHANAMTHITTA- 689 649, KOTTAYAM",323,Affiliated College,1,
12661,"MPM MSN TRUST COLLEGE, SHORNUR, MALAPURAM",311,Affiliated College,1,
12662,"MUSALIAR COLLEGE OF ARTS & SCIENCE, CHEENKALTHADOM, MALAYALAPPUZHA, KOTTAYAM",323,Affiliated College,1,
12663,"MUSALIAR COLLEGE OF ENGINEERING AND TECHNOLOGY, MUSALIAR COLLEGE P.O., KUMBAZHA, PATHANAMTHITTA - 689653, KOTTAYAM",323,Affiliated College,1,
12664,"MUSALIAR COLLEGE OF ENGINEERING, CHIRAYINKEEZHU, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12665,"MUSLIM ASSOCIATION COLLEGE OF ENGINEERING, VENJARAMOODU, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12666,"MUTHOOT COLLEGE OF NURSING, KOZHENCHERRY, PATHANAMTHITTA- 689 641, KOTTAYAM",323,Affiliated College,1,
12667,"N. M. S. M. COLLEGE, PUZHAMUTTIL, KALPETTA, MALAPURAM",311,Affiliated College,1,
12668,"N.A.M COLLEGE,KALLIKANDY, KANNUR",316,Affiliated College,1,
12669,"N.S.S COLLEGE, RAJAKUMARI, KULAPPARACHAL P.O. 685 619, KOTTAYAM",323,Affiliated College,1,
12670,"N.S.S HINDU COLLEGE, CHANGANACHERRY- 686 102, KOTTAYAM",323,Affiliated College,1,
12671,"NAHER ARTS & SCIENCE COLLEGE, KANHIRODE, P.O KANHIRODE(VIA KOODALI, KANNUR, KANNUR",316,Affiliated College,1,
12672,"NAIPUNYA INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY, KORATTY, MALAPURAM",311,Affiliated College,1,
12673,"NAIPUNYA SCHOOL OF MANAGEMENT, NEAR MANORAMA JN., CHERTHALA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12674,"NAJATH COLLEGE OF SCIENCE & TECHNOLOGY, KARUVARAKUNDU, MALAPURAM",311,Affiliated College,1,
12675,"NALANDA COLLEGE OF ARTS & SCIENCE, P.O. PERALA, KASARGOD, KANNUR",316,Affiliated College,1,
12676,"NAMBOODIRIS COLLEGE OF TEACHER EDN., IRINJALAKKUDA, MALAPURAM",311,Affiliated College,1,
12677,"NANGELIL AYURVEDA MEDICAL COLLEGE, NELLIKUZHY P.O., KOTHAMANGALAM- 686 691, KOTTAYAM",323,Affiliated College,1,
12678,"NASRA ARTS & SCIENCE COLLEGE, TIRURKKAD, MALAPURAM",311,Affiliated College,1,
12679,"NATIONAL ARTS & SCIENCE COLLEGE, PULIYAVU, MALAPURAM",311,Affiliated College,1,
12680,"NATIONAL COLLEGE FOR TEACHER EDUCATION, IQBAL SQUARE, MEPPRATHUPADY.VENGOLA P.O, PERUMBAVOOR, ERNAKULAM - 683 554, KOTTAYAM",323,Affiliated College,1,
12681,"NATIONAL COLLEGE OF PHARMACY,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12682,"NATIONAL COLLEGE, MANACAUD P.O., THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12683,"NATIONAL HOSPITAL COLLEGE OF NURSING, KOZHIKKODE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12684,"NATIONAL INSTITUTE OF ELIT, REC, KOZHIKKODE, MALAPURAM",311,Affiliated College,1,
12685,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, KANNUR, HAUZ KHAS",116,PG Center / Off-Campus Center,1,
12686,"NATIONAL INSTITUTE OF SPEECH AND HEARING, KARIMANAL, AKKULAM, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12687,"NATYAVEDA COLLEGE OF PERFORMING ARTS,VATTIYURKAVU P.O.- THIRUVANTHAPURAM-13, KHAIRAGARH",91,Affiliated College,1,
12688,"NAVAJYOTHI COLLEGE OF TEACHER EDN.,OLARIKKARA, MALAPURAM",311,Affiliated College,1,
12689,"NAVAJYOTHI COLLEGE, CHERUPUZHA, P.O CHUNDA, KANNUR 670511, KANNUR",316,Affiliated College,1,
12690,"NAZARETH COLLEGE OF PHARMACY, OTHERA, TIRUVALLA- 689 546, KOTTAYAM",323,Affiliated College,1,
12691,"NEHRU ARTS & SCIENCE COLLEGE, P.O. PADANEKAT, KANHANGAD, KASARAGOD, KANNUR",316,Affiliated College,1,
12692,"NEHRU COLLEGE OF ENGINEERING AND RESEARCH CENTRE, PAMBADY, MALAPURAM",311,Affiliated College,1,
12693,"NEHRU COLLEGE OF PHARMACY, PAMBADY,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12694,"NEW B.ED. COLLEGE, NELLIMOODU, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12695,"NEWMAN COLLEGE, THODUPUZHA EAST- 685 585, KOTTAYAM",323,Affiliated College,1,
12696,"NIGHTINGALE COLLEGE OF NURSING,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12697,"NILA CAMPUS, THRISSUR",318,PG Center / Off-Campus Center,1,
12698,"NIMS COLLEGE OF NURSING,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12699,"NIRMALA ARTS & SCIENCE COLLEGE, NIRMALA HILLS, MULANTHURUTHY P.O. EMAKULAM - 682 314, KOTTAYAM",323,Affiliated College,1,
12700,"NIRMALA COLLEGE OF ENGINEERING, CHALAKKUDY, MALAPURAM",311,Affiliated College,1,
12701,"NIRMALA COLLEGE OF NURSING, KOZHIKKODE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12702,"NIRMALA COLLEGE OF PHARMACY, MUVATTUPUZHA - 686 661, KOTTAYAM",323,Affiliated College,1,
12703,"NIRMALA COLLEGE, MUVATTUPUZHA - 686 661, KOTTAYAM",323,Affiliated College,1,
12704,"NIRMALA SADAN TRAINING COLLEGE FOR SPECIAL EDUCATION, MUVATTUPUZHA 686 661, KOTTAYAM",323,Affiliated College,1,
12705,"NIRMALA TRAINING COLLEGE, THALACODE P.O., MULANTHURUTHY, ERNAKULAM- 682 314., KOTTAYAM",323,Affiliated College,1,
12706,"NIRMALAGIRI COLLEGE,PO-NIRMALAGIRI, KANNUR",316,Affiliated College,1,
12707,"NOBLE WOMENS COLLEGE, MANJERI, MALAPURAM",311,Affiliated College,1,
12708,"NOORUL ISLAM COLLEGE OF DENTAL SCIENCES, NEYYATTINKARA,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12709,"NORTH MALABAR INSTITUTE OF TECHNOLOGY , NELLIADUKAM, P.O PARAKALAI, KANHANGAD, KASARAGOD, KANNUR",316,Affiliated College,1,
12710,"NSS COLLEGE OF ENGINEERING, AKATHETHARA, MALAPURAM",311,Affiliated College,1,
12711,"NSS COLLEGE, CHERTHALA, ALAPPUZHA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12712,"NSS COLLEGE, MANJERI, MALAPURAM",311,Affiliated College,1,
12713,"NSS COLLEGE, NENMARA, MALAPURAM",311,Affiliated College,1,
12714,"NSS COLLEGE, NILAMEL, THIRUVANANTHAPURAM",321,Affiliated College,1,
12715,"NSS COLLEGE, OTTAPPALAM, MALAPURAM",311,Affiliated College,1,
12716,"NSS COLLEGE, PANDALAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12717,"NSS TRAINING COLLEGE, PANDALAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12718,"NSS TRAINING COLLEGE, PERUNNAI P.O, CHANGANACHERRY-686 102, KOTTAYAM",323,Affiliated College,1,
12719,"NSS TRINING COLLEGE, OTTAPPALAM, MALAPURAM",311,Affiliated College,1,
12720,"NUSRATHUL ISLAM ARABIC COLLEGE, P.O. KADAVATHUR, KANNUR, KANNUR",316,Affiliated College,1,
12721,"ORIENTAL COLLEGE OF HOTEL MANAGEMENT & CULINARY ARTS, VYTHIRI, MALAPURAM",311,Affiliated College,1,
12722,"ORIENTAL COLLEGE OF TEACHER EDUCATION,, MALAPURAM",311,Affiliated College,1,
12723,"ORIENTAL SCHOOL OF HOTEL MANAGEMENT, VALLEY VIEW, LAKKIDI, MALAPURAM",311,Affiliated College,1,
12724,"ORPHANAGE ARABIC COLLEGE KANHANGAD , KOTTACHERY, P.O.KANHANGAD, KANNUR",316,Affiliated College,1,
12725,"ORPHANS EDUCATIONAL TRUST ARABIC COLLEGE, EDAYUR, MALAPURAM",311,Affiliated College,1,
12726,"OUR COLLEGE OF APPLIED SCIENCES,TIMIRI, KANNUR",316,Affiliated College,1,
12727,"P.A AZIZ COLLEGE OF ENGINEERING AND TECHNOLOGY, KARAKULAM, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12728,"P.G.M. COLLEGE, DEVAGIRI P.O. KANGAZHA-686 555, KOTTAYAM",323,Affiliated College,1,
12729,"P.K.K.M. COLLEGE OF APPLIED SCIENCE, MANANTHAVADY, KANNUR",316,Affiliated College,1,
12730,"P.K.M. COLLEGE OF EDUCATION, KAITHAPRAM (P.O), MADAMPAM, KANNUR, KANNUR",316,Affiliated College,1,
12731,"P.N. PANICKER SOUHRUDA AYURVEDA MEDICAL COLLEGE , PARAKLAYI, KANHANGAD,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12732,"PALAKKAD INSTITUTE OF SCIENCE & TECHNOLOGY, GOVINDAPURAM, MALAPURAM",311,Affiliated College,1,
12733,"PANKAJA KASTHURI COLLEGE OF ENGINEERING AND TECHNOLOGY, KANDALA, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12734,"PANKAJAKASTHURI AYURVEDA MEDICAL COLLEGE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12735,"PANMANA, KALADY",326,PG Center / Off-Campus Center,1,
12736,"PANNAMPILLY MEMORIAL GOVT. COLLEGE, CHALAKKUDY, MALAPURAM",311,Affiliated College,1,
12737,"PARASSINIKADAVU AYURVEDA MEDICAL COLLEGE, PARASSINIKADAVU, KANNUR",316,Affiliated College,1,
12738,"PARIYARAM DENTAL COLLEGE, A.C.M.E. , PARIYARAM, KANNUR, KANNUR",316,Affiliated College,1,
12739,"PARUMALA MAR GREGORIOUS COLLEGE, VALANJAVATTOM, THIRUVALLA, KOTTAYAM",323,Affiliated College,1,
12740,"PATRIARCH IGNATIUS ZAKKA -1 TRAINING COLLEGE, MALECRUZ, PUTHENCRUZ 682 308, KOTTAYAM",323,Affiliated College,1,
12741,"PATTOM THANUPILLAI COLLEGE OF TEACHER EDUCATION, MARUTHOORKONAM, BALARAMAPURAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12742,"PAVANATMA COLLEGE, MURRICKACHERRY - 685 604, KOTTAYAM",323,Affiliated College,1,
12743,"PAYYANNUR COLLEGE, PAYYANNUR,PO-EDAT, KANNUR",316,Affiliated College,1,
12744,"PAYYANUR, KALADY",326,PG Center / Off-Campus Center,1,
12745,"PAZHASSIRAJA COLLEGE, PULPALLY, MALAPURAM",311,Affiliated College,1,
12746,"PAZHASSIRAJA NSS COLLEGE,MATTANNUR, KANNUR",316,Affiliated College,1,
12747,"PEEKAY ARTS & SCIENCE COLLEGE, NALLALAM, MALAPURAM",311,Affiliated College,1,
12748,"PEET MEMORIAL TRAINING COLLEGE, MAVELIKKARA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12749,"PEOPLE INSTITUTE OF MANAGEMENT STUDIES, MUNNAD, KASARAGOD, KANNUR",316,Affiliated College,1,
12750,"PEOPLES CO-OPERATIVE ARTS & SCIENCE COLLEGE-MUNNAD, P.O. MUNNAD, KANNUR",316,Affiliated College,1,
12751,"PG.RADHAKRISHNAN MEMORIAL S.N.COLLEGE, CHANNANIKKAD, KOTTAYAM-686533, KOTTAYAM",323,Affiliated College,1,
12752,"PILATHARA CO-OP ARTS & SCIENCE COLLEGE , PAZHICHIYIL, P.O. NAREEKAMVALLI, KANNU, KANNUR",316,Affiliated College,1,
12753,"PMS COLLEGE OF DENTAL SCIENCE AND RESEARCH,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12754,"PMSA POOKOYA THANGAL MEMORIAL ARTS & SCIENCE COLLEGE, KADAKKAL, THIRUVANANTHAPURAM",321,Affiliated College,1,
12755,"PNNM AYURVEDA MEDICAL COLLEGE, CHERUTHURUTHY,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12756,"POOKOYA THANGAL MEMORIAL GOVT. COLLEGE, PERINTHALMANNA, MALAPURAM",311,Affiliated College,1,
12757,"PORUKARA COLLEGE OF EDUCATION, GAGULTHA MONASTERY CAMPUS, CHAMPAKULAM EAST P.O, ALAPPUZHA - 688 505, KOTTAYAM",323,Affiliated College,1,
12758,"PRAVASI ARTS & SCIENCE COLLEGE, GOKULAM, EDAYUR, MALAPURAM",311,Affiliated College,1,
12759,"PRESENTATION COLLEGE OF APPLIED SCIENCES, MANANCHERIKUNNU ,PUTHENVELIKARA P.O.,ERNAKULAM-683 594, KOTTAYAM",323,Affiliated College,1,
12760,"PRIME COLLEGE OF ENGINEERING FOR WOMEN, KADUMBU, MALAPURAM",311,Affiliated College,1,
12761,"PRIYADARSINI ARTS & SCIENCE COLLEGE, MELMURI, MALAPURAM",311,Affiliated College,1,
12762,"PRJYOTHI NIKETHAN COLLEGE, PUTHUKKAD, MALAPURAM",311,Affiliated College,1,
12763,"PROVIDENCE COLLEGE OF TEACHER EDUCATION,, MALAPURAM",311,Affiliated College,1,
12764,"PROVIDENCE WOMENS COLLEGE, KOZHIKKODE, MALAPURAM",311,Affiliated College,1,
12765,"PRS COLLEGE OF ENGINEERING AND TECHNOLOGY, DALUMUKHAM, NEYYATTINKARA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12766,"PSM COLLEGE OF DENTAL SC. AKKIKAVU,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12767,"PSMO COLLEGE, THIRURANGADI, MALAPURAM",311,Affiliated College,1,
12768,"PUSHPAGIRI COLLEGE OF DENTAL SCIENCES, MEDICITY, PERUMTHURUTHY, THIRUVALLA -689107,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12769,"PUSHPAGIRI COLLEGE OF NURSING, PUSHPAGIRI MEDICAL COLLEGE HOSPITAL, TIRUVALLA 689 101, KOTTAYAM",323,Affiliated College,1,
12770,"PUSHPAGIRI COLLEGE OF PHARMACY, M.C. ROAD, PERUMTHURUTHY P.O., THIRUVALLA- 689 107,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12771,"PUSHPAGIRI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE, TIRUVALLA 689 101,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12772,"PVS COLLEGE OF NURSING, KOZHIKKODE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12773,"R U COLLEGE OF MANAGEMENT & TECHNOLOGY, KUNNUMPURAM, KOTTAYAM",323,Affiliated College,1,
12774,"R.V. TRAINING COLLEGE, VALAKOM, KOTTARAKKARA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12775,"RAHMANIYA ARABIC COLLEGE, KATAMERI, MALAPURAM",311,Affiliated College,1,
12776,"RAHMANIYA ARABIC COLLEGE, RAHMANIYA NAGAR, P.O.PADNE, KANNUR",316,Affiliated College,1,
12777,"RAJA RAVI VARMA COLLEGE OF FINE ARTS, MAVELIKKARA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12778,"RAJADHANI INSTITUTE OF ENGINEERING AND TECHNOLOGY, ALAMCODE, ATTINGAL, THIRUVANANTHAPURAM",321,Affiliated College,1,
12779,"RAJAGIRI COLLEGE OF MANAGEMENT & APPLIED SDENCES, KAKKANAD, KOCHI - 682 039, KOTTAYAM",323,Affiliated College,1,
12780,"RAJAGIRI COLLEGE OF SOCIAL SCIENCES, KALAMASSERY 683 104, KOTTAYAM",323,Affiliated College,1,
12781,"RAJAGIRI SCHOOL OF ENGINEERING AND TECHNOLOGY, RAJAGIRI VALLEY P.O, KAKKANAD, KOCHI- 682 039, KOTTAYAM",323,Affiliated College,1,
12782,"RAJEEV GANDHI EDUCATION FOUNDATION THALAYOLAPARMBU, BHOPAL",352,Recognized Center,1,
12783,"RAJEEV MEMORIAL COLLEGE OF TEACHER EDUCATION, MATTANUR, KANNUR",316,Affiliated College,1,
12784,"RAJIV GANDHI INSTITUTE OF PHARMACY, MEELIYAT, TRIKARIPUR, KASARAGOD,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12785,"RAJIV GANDHI INSTITUTE OF TECHNOLOGY, VELLOOR P.O.,PAMPADY. KOTTAYAM - 689 501, KOTTAYAM",323,Affiliated College,1,
12786,"RECOGNIZED INSTITUTIONS UNDER SOUTHERN NAVAL COMMAND HEAD QUARTERS, KOCHI, KOCHI",313,Recognized Center,1,
12787,"REGIONAL COLLEGE, KUZHIMANNA, MALAPURAM",311,Affiliated College,1,
12788,"RLV COLLEGE OF MUSIC AND FINE ARTS, TRIPUNITHURA, KOTTAYAM",323,Affiliated College,1,
12789,"ROUZATHUL ULOOM ARABIC COLLEGE, FAROOK COLLEGE, MALAPURAM",311,Affiliated College,1,
12790,"ROYAL COLLEGE OF ENGG & TECH., AKKIKAVU, MALAPURAM",311,Affiliated College,1,
12791,"ROYAL DENTAL COLLEGE,MANNARAPARAMBA, CHALISSERY,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12792,"RSM SNDP YOGAM ARTS & SCIENCE COLLEGE, KOYILANDY, MALAPURAM",311,Affiliated College,1,
12793,"RUCKMONI COLLEGE OF NURSING,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12794,"RURAL ACADEMY FOR MANAGEMENT STUDIES, KUZHUPILLY, AYYAMPILLY, ERNAKULAM-682501, KOTTAYAM",323,Affiliated College,1,
12795,"S N M TRAINING COLLEGE, MOOTHAKUNNAM, ERNAKULAM 683 516, KOTTAYAM",323,Affiliated College,1,
12796,"S. H. COLLEGE, THEVARA - 682013, KOTTAYAM",323,Affiliated College,1,
12797,"S.B. COLLEGE, CHANGANACHERRY-686 101, KOTTAYAM",323,Affiliated College,1,
12798,"S.C.M.S. SCHOOL OF ENGINEERING TECHNOLOGY, VIDYANAGAR, PALISSERRY, KARUKUTTY P.O., ERNAKULAM- 683 582, KOTTAYAM",323,Affiliated College,1,
12799,"S.E.S COLLEGE SREEKANDAPURAM,KANNUR, KANNUR",316,Affiliated College,1,
12800,"S.N. COLLEGE ALATHUR, MALAPURAM",311,Affiliated College,1,
12801,"S.N. COLLEGE OF TEACHER EDUCATION, KOTTAPPURAM, MALAPURAM",311,Affiliated College,1,
12802,"S.N. COLLEGE, NATTIKA, MALAPURAM",311,Affiliated College,1,
12803,"S.N.D.P. YOGAM ARTS & SCIENCE COLLEGE, NEAR F.C.I, PEROLE, NILESWAR, KANNUR",316,Affiliated College,1,
12804,"S.N.D.P. YOGAM TRAINING COLLEGE, ADIMALI, IDUKKI -685 561, KOTTAYAM",323,Affiliated College,1,
12805,"S.N.G.M. B.ED COLLEGE, VALAMANGALAM SOUTH P.O., THURAVOOR, CHERTHALA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12806,"S.N.GURU MEMORIAL ARTS & SCIENCE COLLEGE, VLAMANGALAM SOUTH P.O, ALAPPUZHA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12807,"S.N.GURUKULAM COLLEGE OF ENGINEERING, KADAYIRUPPU P.O., KOLENCHERRY, EMAKULAM -682 311, KOTTAYAM",323,Affiliated College,1,
12808,"S.N.M COLLEGE, MALIANKRARA P.O. MOOTHAKUNNAM (VIA) 683 516, KOTTAYAM",323,Affiliated College,1,
12809,"S.N.M INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MALIANKARA P.O. MOOTHAKUNNAM, NORTH PARAVUR- 683 516, KOTTAYAM",323,Affiliated College,1,
12810,"S.S.V. COLLEGE, VALAYANCHIRANGARA P.O., PERUMBAVOOR - 683 556, KOTTAYAM",323,Affiliated College,1,
12811,"S.U.M. COLLEGE OF TEACHER EDUCATION, P.O. MAMBA, KANNU, KANNUR",316,Affiliated College,1,
12812,"S.V. COLLEGE OF TEACHER EDUCATION, PALEMAD, MALAPURAM",311,Affiliated College,1,
12813,"SA-A-DIYA ARTS & SCIENCE COLLEGE, KOLIYADUKKAM, P.O. KALANAD, KASARGOD, KANNUR",316,Affiliated College,1,
12814,"SA-ADIYA ARABIC COLLEGE, DELI, P.O. KALANAD, KASARAGOD, KANNUR",316,Affiliated College,1,
12815,"SABARIGIRI COLLEGE OF EDUCATION, ANCHAL, KOLLAM, THIRUVANANTHAPURAM",321,Affiliated College,1,
12816,"SACRED HEART COLLEGE, CHALAKKUDY, MALAPURAM",311,Affiliated College,1,
12817,"SADANAM KUMARAN COLLEGE, MANKARA, MALAPURAM",311,Affiliated College,1,
12818,"SADGURU SWAMY NITHYANANDA INSTITUTE OF TECHNOLOGY, KANHANGAD, KANNUR",316,Affiliated College,1,
12819,"SAFA ARTS & SCIENCE COLLEGE, POOKATTIRI, MALAPURAM",311,Affiliated College,1,
12820,"SAFI INSTITUTE, VAZHAYUR, MALAPURAM",311,Affiliated College,1,
12821,"SAHODARAN AYYAPPAN MEMORIAL COLLEGE OF EDUCATION, POOTHOTTA- 682 307, KOTTAYAM",323,Affiliated College,1,
12822,"SAHODARAN AYYAPPAN SMARAKA SNDP YOGAM COLLEGE, KONNI- 689 691, KOTTAYAM",323,Affiliated College,1,
12823,"SAHRUDAYA COLLEGE OF ADVANCED STUDIES, KODAKARA, MALAPURAM",311,Affiliated College,1,
12824,"SAHRUDAYA COLLEGE OF ENGG & TECH., KODAKARA, MALAPURAM",311,Affiliated College,1,
12825,"SAINTGITS COLLEGE OF APPLIED SCIENCES, KOTTUKULAM HILLS, PATHAMUTTAM P.O., KOTTAYAM-686 532, KOTTAYAM",323,Affiliated College,1,
12826,"SAINTGITS COLLEGE OF ENGINEERING, KOTTUKULAM HILLS, PATHAMUTTAM P.O., KOTTAYAM 686532, KOTTAYAM",323,Affiliated College,1,
12827,"SALAFIYYA ARABIC COLLEGE, KARINGANAD, MALAPURAM",311,Affiliated College,1,
12828,"SALAFIYYA ARABIC COLLEGE, MEPPAYUR, KOYILANDI, MALAPURAM",311,Affiliated College,1,
12829,"SALAFIYYA TRAINING COLLEGE, KARINGANAD, MALAPURAM",311,Affiliated College,1,
12830,"SAMARITAN COLLEGE OF NURSING, SAMARITAN HOSPITAL, PAZHANGANAD, KIZHAKKAMBALAM P.O, EMAKULAM- 683 562,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12831,"SAN JOE COLLEGE OF NURSING, PULLUVAZHY P.O. ERNAKULAM- 683 541,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12832,"SANATANA DHARMA COLLEGE, ALAPPUZHA, THIRUVANANTHAPURAM",321,Affiliated College,1,
12833,"SANKARAMANGALAM TRAINING COLLEGE, KAVIYOOR P.O., THIRUVALLA- 689 582, KOTTAYAM",323,Affiliated College,1,
12834,"SANTHIGIRI AYURVEDA MEDICAL COLLEGE, KOLLANGODE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12835,"SANTHIGIRI COLLEGE OF COMPUTER SCIENCES, VAZHITHALA P.O., THODUPUZHA 685 583, KOTTAYAM",323,Affiliated College,1,
12836,"SANTHIGIRI SIDHA MEDICAL COLLEGE,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12837,"SAQAFATHUL ISLAM ARABIC COLLEGE, PARAKKADAVU, MALAPURAM",311,Affiliated College,1,
12838,"SARABHAI INSTITUTE OF SCIENCE AND TECHNOLOGY, KOCHI",313,Recognized Center,1,
12839,"SARASWATHY COLLEGE OF NURSING,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES",320,Affiliated College,1,
12840,"SARBTM GOVT. COLLEGE, KOYILANDY, MALAPURAM",311,Affiliated College,1,
